Column1,Column2,Column3,Column4,Column6
US1COBO0458,400995,-1051685,15557,NIWOT 0.7 WNW                 
US1COBO0462,400345,-1052407,16115,BOULDER 0.8 NE                
US1COBO0463,399921,-1050856,15850,LAFAYETTE 0.7 ESE             
US1COBO0464,399806,-1052497,16691,BOULDER 3.2 S                 
US1COBO0465,400456,-1052754,16715,BOULDER 1.8 NW                
US1COBO0468,399917,-1051336,16359,LOUISVILLE 1.6 NNE            
US1COBO0469,400739,-1051860,15862,NIWOT 2.2 SW                  
US1COBO0471,400165,-1050949,15959,ERIE 2.7 WSW                  
US1COBO0472,400240,-1052760,16535,BOULDER 1.3 W                 
US1COBO0476,400067,-1052021,16237,BOULDER 2.9 ESE               
US1COBO0477,400601,-1052437,16301,BOULDER 2.3 N                 
US1COBO0479,401086,-1051464,15377,NIWOT 1.0 NNE                 
US1COBO0481,399760,-1052371,16691,BOULDER 3.6 SSE               
US1COBO0482,400363,-1053357,19858,BOULDER 4.5 W                 
US1COBO0484,400347,-1052736,16447,BOULDER 1.3 WNW               
US1COBO0485,399986,-1052722,16862,BOULDER 2.3 SSW               
US1COBO0488,400422,-1052556,16337,BOULDER 1.1 NNW               
US1COBO0489,400225,-1052899,16685,BOULDER 2.1 W                 
US1COBO0490,400359,-1052766,16502,BOULDER 1.5 WNW               
US1COBO0491,400296,-1052852,16541,BOULDER 1.8 W                 
US1COBO0492,400014,-1051187,16346,LAFAYETTE 1.2 WNW             
US1COBO0494,400011,-1052834,17200,BOULDER 2.5 SW                
US1COBO0495,401799,-1050894,15301,LONGMONT 1.3 ENE              
US1COBO0496,400472,-1052580,16374,BOULDER 1.5 NNW               
US1COBO0497,399807,-1052418,16471,BOULDER 3.2 S                 
US1COBO0498,402357,-1051586,15920,LONGMONT 5.0 NNW              
US1COBO0504,400030,-1051193,16240,LAFAYETTE 1.3 WNW             
US1COBO0507,401405,-1051581,15429,LONGMONT 3.3 SW               
US1COBO0513,400013,-1051360,16359,LAFAYETTE 2.1 WNW             
US1COBO0514,400027,-1052839,16688,BOULDER 2.4 SW                
US1COBO0518,400322,-1050874,15685,ERIE 2.2 W                    
US1COBO0521,400305,-1052762,16435,BOULDER 1.4 W                 
US1COBO0522,399967,-1052345,16176,BOULDER 2.3 SSE               
US1COBO0526,399915,-1052413,16459,BOULDER 2.5 SSE               
US1COBO0527,399873,-1051002,15956,LAFAYETTE 0.5 SSW             
US1COBO0528,401977,-1050799,15368,LONGMONT 2.4 NE               
US1COBO0531,401693,-1051168,15359,LONGMONT 0.4 SW               
US1COBO0532,402456,-1051476,15734,LONGMONT 5.4 NNW              
US1COBO0533,399778,-1052569,16938,BOULDER 3.4 S                 
US1COBO0535,399927,-1052423,16346,BOULDER 2.4 S                 
US1COBO0538,400587,-1052084,15865,BOULDER 3.1 NE                
US1COBO0540,402008,-1050808,15359,LONGMONT 2.5 NE               
US1COBO0541,400031,-1054808,25423,NEDERLAND 3.1 NNE             
US1COBO0542,401942,-1051337,15481,LONGMONT 1.9 NW               
US1COBO0543,401153,-1050633,15301,LONGMONT 4.7 SSE              
US1COBO0546,401904,-1054887,25707,ALLENSPARK 1.8 ESE            
US1COBO0547,400504,-1052456,16276,BOULDER 1.7 N                 
US1COBO0551,401688,-1051069,15252,LONGMONT 0.4 SE               
US1COBO0552,400619,-1051737,16045,BOULDER 4.8 ENE               
US1COBO0557,399959,-1050890,15914,LAFAYETTE 0.5 ENE             
US1COBO0558,400597,-1052871,17096,BOULDER 3.0 NW                
US1COBO0560,400418,-1051486,15511,BOULDER 5.5 E                 
US1COBO0563,400441,-1053164,20220,BOULDER 3.7 WNW               
US1COBO0565,400033,-1051722,16221,BOULDER 4.5 ESE               
US1COBO0568,400402,-1052763,16538,BOULDER 1.6 NW                
US1COBO0569,399744,-1052375,16712,BOULDER 3.7 S                 
US1COBO0570,402006,-1055378,26051,ALLENSPARK 0.9 W              
US1COBO0571,401519,-1051644,15429,LONGMONT 3.1 WSW              
US1COBO0572,399846,-1052672,17316,BOULDER 3.0 SSW               
US1COBO0574,400078,-1051396,16228,BOULDER 6.0 ESE               
US1COBO0576,399294,-1051428,16642,SUPERIOR 0.6 E                
US1COBO0581,401669,-1050597,15206,LONGMONT 2.8 E                
US1COBO0583,399845,-1052458,16545,BOULDER 2.9 S                 
US1COBO0586,400450,-1050830,15594,LAFAYETTE 3.6 NNE             
US1COBO0591,401692,-1052376,16176,LONGMONT 6.7 W                
US1COBO0593,401798,-1050682,15307,LONGMONT 2.3 ENE              
US1COBO0596,400053,-1052303,16093,BOULDER 1.9 SE                
US1COBR0003,399244,-1050393,16100,BROOMFIELD 2.5 E              
US1COBR0010,399396,-1050261,16100,BROOMFIELD 3.4 ENE            
US1COBR0013,399390,-1050826,16532,BROOMFIELD 1.1 NE             
US1COBR0021,399307,-1051083,16420,SUPERIOR 2.5 E                
US1COBR0023,399513,-1050329,16075,BROOMFIELD 1.6 ENE            
US1COBR0024,399271,-1050743,16477,BROOMFIELD 1.3 SSW            
US1COBR0025,399338,-1050916,16584,BROOMFIELD 1.7 WSW            
US1COBR0028,399985,-1050460,15737,BROOMFIELD 3.9 NNE            
US1COBR0031,399221,-1050319,15975,BROOMFIELD 2.2 SE             
US1COBR0032,399881,-1050453,15944,BROOMFIELD 3.2 NNE            
US1COBR0036,399317,-1050809,16520,BROOMFIELD 1.3 SW             
US1COBR0039,399264,-1050379,16087,BROOMFIELD 1.8 SE             
US1COBR0040,399322,-1050682,16401,BROOMFIELD 0.9 SSW            
US1COBR0048,399185,-1050569,16267,BROOMFIELD 1.8 S              
US1COBR0049,399344,-1050830,16593,BROOMFIELD 1.3 WSW            
US1COBR0051,399292,-1051092,16624,BROOMFIELD 2.7 WSW            
US1COBR0052,399545,-1050500,16261,BROOMFIELD 1.0 NE             
US1COBR0054,399256,-1050223,15914,BROOMFIELD 2.4 ESE            
US1COBR0055,398897,-1051438,17282,SUPERIOR 2.8 S                
US1COCC0001,396100,-1054400,24680,EVERGREEN 6.5 WSW             
US1COCC0002,396391,-1054128,23741,EVERGREEN 5 W                 
US1COCC0005,397612,-1056806,26469,EMPIRE .2 E                   
US1COCC0007,396782,-1054735,29870,IDAHO SPRINGS 4.7 SSE         
US1COCC0010,396979,-1054039,24930,EVERGREEN 6.4 NW              
US1COCC0011,397061,-1054386,26301,EVERGREEN 8.1 NW              
US1COCC0014,397297,-1055406,23774,IDAHO SPRINGS 1.7 WSW         
US1COCC0015,397596,-1055032,26850,IDAHO SPRINGS 1.4 NNE         
US1COCC0018,396397,-1054068,23403,EVERGREEN 3.5 W               
US1COCC0019,397948,-1055730,28191,IDAHO SPRINGS 4.9 NW          
US1COCC0020,396769,-1054174,28551,EVERGREEN 5.0 NW              
US1COCC0022,396474,-1054045,24177,EVERGREEN 3.4 WNW             
US1COCC0024,396525,-1054724,25585,EVERGREEN 7.0 W               
US1COCC0027,396871,-1054066,25021,EVERGREEN 5.0 NW              
US1COCC0032,397886,-1056356,27813,DUMONT 2.0 WNW                
US1COCC0033,396882,-1054161,25814,EVERGREEN 5.4 NW              
US1COCF0001,390011,-1062301,26771,BUENA VISTA 12 NNW            
US1COCF0003,385373,-1060121,21839,SALIDA .74 WNW                
US1COCF0005,389606,-1062029,25829,BUENA VISTA 8.9 NNW           
US1COCF0006,388543,-1061556,24509,BUENA VISTA 1.5 WNW           
US1COCF0008,386056,-1060667,22250,SALIDA. 6.1 NW                
US1COCF0010,386710,-1061275,25740,NATHROP 4.8 SSW               
US1COCF0011,387621,-1061738,26591,BUENA VISTA 5.9 SSW           
US1COCF0013,388113,-1062192,26039,BUENA VISTA 5.1 WSW           
US1COCF0014,385385,-1060018,21680,SALIDA 0.3 NNW                
US1COCF0015,386198,-1061286,24899,SALIDA 9.1 NW                 
US1COCF0016,388959,-1062057,26600,BUENA VISTA 5.4 NW            
US1COCF0017,385390,-1060238,21979,SALIDA 1.3 WNW                
US1COCF0018,388453,-1061800,25180,BUENA VISTA 2.6 W             
US1COCF0019,387301,-1061328,24799,NATHROP 3.3 WSW               
US1COCF0020,385432,-1061924,25679,MAYSVILLE 2.2 NE              
US1COCF0022,386597,-1061093,24235,NATHROP 5.1 SSW               
US1COCF0025,388579,-1062085,26850,BUENA VISTA 4.0 WNW           
US1COCF0026,385281,-1060051,21720,SALIDA 0.4 SW                 
US1COCF0031,388726,-1061798,25463,BUENA VISTA 3.4 NW            
US1COCF0032,390231,-1062449,27048,GRANITE 2.3 SE                
US1COCF0033,385586,-1060322,21863,SALIDA 2.5 NW                 
US1COCF0034,388115,-1062662,28160,BUENA VISTA 6.9 WSW           
US1COCF0035,388362,-1061561,24631,BUENA VISTA 0.8 WNW           
US1COCF0038,389090,-1061750,25027,BUENA VISTA 5.6 NNW           
US1COCF0041,386264,-1061198,25003,SALIDA 9.2 NW                 
US1COCF0042,386815,-1061178,25067,NATHROP 3.9 SSW               
US1COCF0043,387079,-1061068,24308,NATHROP 2.1 SW                
US1COCF0048,385393,-1060031,22641,SALIDA 0.5 NNW                
US1COCF0050,385279,-1059849,21473,SALIDA 0.9 ESE                
US1COCF0052,388462,-1061290,24320,BUENA VISTA 1.1 NE            
US1COCF0053,388373,-1061506,24530,BUENA VISTA 0.6 WNW           
US1COCF0054,387160,-1061105,24250,NATHROP 1.9 WSW               
US1COCF0055,385089,-1060147,23116,SALIDA 1.8 SSW                
US1COCF0056,388911,-1061982,26079,BUENA VISTA 5.1 NW            
US1COCF0057,385347,-1060080,21796,SALIDA 0.5 WNW                
US1COCF0061,387956,-1061325,24408,BUENA VISTA 2.6 S             
US1COCF0064,388182,-1061085,24015,BUENA VISTA 1.9 ESE           
US1COCF0065,388202,-1061074,24015,BUENA VISTA 2.0 ESE           
US1COCF0067,386826,-1061024,24661,NATHROP 3.5 SSW               
US1COCF0070,388654,-1062035,26780,BUENA VISTA 4.0 NW            
US1COCF0072,388676,-1062154,27179,BUENA VISTA 4.7 WNW           
US1COCH0001,389431,-1022786,12829,CHEYENNE WELLS 10 N           
US1COCH0002,387643,-1027956,13119,KIT CARSON 0.1 SW             
US1COCH0006,388225,-1023521,13119,CHEYENNE WELLS 0.25 NW        
US1COCH0007,388533,-1021761,12259,ARAPAHOE                      
US1COCH0008,390417,-1021669,12610,ARAPAHOE 14N                  
US1COCH0009,387645,-1027863,13079,KIT CARSON                    
US1COCH0010,388885,-1027229,13259,KIT CARSON 9NNE               
US1COCH0011,388116,-1023612,12969,CHEYENNE WELLS                
US1COCH0018,386514,-1029887,13490,WILD HORSE 12.1 S             
US1COCH0019,388219,-1023574,13131,CHEYENNE WELLS .23 W          
US1COCH0021,387103,-1022083,12634,CHEYENNE WELLS 10.8 SE        
US1COCH0022,388116,-1021334,12088,CHEYENNE WELLS 12 E           
US1COCH0024,387263,-1027581,12978,KIT CARSON 3.2 SE             
US1COCH0027,388250,-1030054,13640,WILD HORSE 0.5 NW             
US1COCH0028,388419,-1023493,12960,CHEYENNE WELLS 1.6 N          
US1COCH0031,388218,-1023636,13039,CHEYENNE WELLS 0.7 WNW        
US1COCH0032,387670,-1027951,13064,KIT CARSON 0.3 N              
US1COCH0033,386542,-1026579,12558,KIT CARSON 10.6 SE            
US1COCH0034,389594,-1021005,12274,ARAPAHOE 8.4 NNE              
US1COCH0036,388192,-1023472,13048,CHEYENNE WELLS 0.2 E          
US1COCH0037,390170,-1022774,12917,CHEYENNE WELLS 14.2 NNE       
US1COCH0038,388018,-1022216,12433,ARAPAHOE 4.3 SW               
US1COCH0040,388143,-1023438,12991,CHEYENNE WELLS 0.5 SE         
US1COCH0042,388582,-1023332,12817,CHEYENNE WELLS 2.8 NNE        
US1COCN0004,371817,-1060004,23585,LA JARA 6.8 SSW               
US1COCN0006,372946,-1060699,23598,CAPULIN 2.9 ENE               
US1COCN0008,373274,-1060196,23302,LA JARA 4.9 NW                
US1COCR0002,381327,-1038616,13079,MANZANOLA 1.6 N               
US1COCR0004,383349,-1039829,14771,OLNEY SPRINGS 12 N            
US1COCR0005,384384,-1040564,15420,BOONE 16.9 NE                 
US1COCR0007,383718,-1036631,13612,SUGAR CITY 9.6 N              
US1COCR0008,381935,-1038540,13265,CROWLEY 0.2 E                 
US1COCR0011,381902,-1040230,14140,OLNEY SPRINGS 4.6 WNW         
US1COCR0015,381999,-1036554,13036,SUGAR CITY 2.3 S              
US1COCR0017,381919,-1038604,13283,CROWLEY 0.2 SW                
US1COCS0005,369998,-1056181,23140,JAROSO 0.4 ESE                
US1COCS0007,374057,-1053427,25759,FORT GARLAND 5.2 ESE          
US1COCS0008,374146,-1053859,24869,FORT GARLAND 2.6 ESE          
US1COCS0009,374516,-1054202,24710,FORT GARLAND 1.6 NNE          
US1COCS0010,373155,-1057243,22869,BLANCA 14.3 SW                
US1COCS0011,373900,-1053361,25469,FORT GARLAND 5.8 ESE          
US1COCS0012,370850,-1054963,24771,SAN LUIS 8.8 SW               
US1COCS0013,373637,-1053432,26018,FORT GARLAND 6.6 SE           
US1COCS0014,374240,-1054322,24165,FORT GARLAND                  
US1COCS0019,374353,-1055123,23665,BLANCA 0.3 S                  
US1COCS0020,374159,-1051587,29569,LA VETA PASS 12.1 S           
US1COCS0022,373904,-1053634,28328,FORT GARLAND 4.6 SE           
US1COCS0023,373786,-1054290,28328,FORT GARLAND 3.5 S            
US1COCS0024,373956,-1054369,23973,FORT GARLAND 2.4 S            
US1COCS0025,374394,-1054314,23973,FORT GARLAND 0.7 N            
US1COCS0026,374351,-1054627,23973,FORT GARLAND 1.8 W            
US1COCS0027,374388,-1054800,23973,FORT GARLAND 2.8 WNW          
US1COCS0030,374810,-1052040,28529,FORT GARLAND 12.9 ENE         
US1COCS0031,374492,-1051892,29081,FORT GARLAND 13.3 E           
US1COCS0032,375053,-1052140,27414,FORT GARLAND 12.9 ENE         
US1COCU0001,382295,-1052766,25509,WESTCLIFFE 11.8 NE            
US1COCU0002,380374,-1053120,26880,WESTCLIFFE 10.7 SE            
US1COCU0003,381322,-1054421,24500,SILVER CLIFF .31 SE           
US1COCU0004,381529,-1053427,27341,WESTCLIFFE 6.8 E              
US1COCU0005,379990,-1053560,25460,WESTCLIFFE 11 SSE             
US1COCU0006,381402,-1055776,26246,WESTCLIFFE 6.1 W              
US1COCU0007,382144,-1050883,19620,WETMORE 1.6 S                 
US1COCU0009,382203,-1052778,25621,WESTCLIFFE 12 ENE             
US1COCU0013,382355,-1055285,24951,WESTCLIFFE 7.9 NNW            
US1COCU0016,382430,-1055554,23808,WESTCLIFFE 9.0 NNW            
US1COCU0017,381009,-1055115,24421,WESTCLIFFE 3.4 SW             
US1COCU0018,380321,-1053062,27386,WESTCLIFFE 11.1 SE            
US1COCU0019,381009,-1054377,24600,WESTCLIFFE 2.7 SE             
US1COCU0021,381086,-1053166,28093,WESTCLIFFE 8.2 ESE            
US1COCU0025,381963,-1055980,25554,WESTCLIFFE 8.4 WNW            
US1COCU0026,381766,-1053141,26472,WESTCLIFFE 8.7 ENE            
US1COCU0027,380722,-1053671,25814,WESTCLIFFE 6.8 SE             
US1COCU0028,381195,-1055777,26472,WESTCLIFFE 6.2 W              
US1COCU0032,382162,-1055519,23713,WESTCLIFFE 7.4 NW             
US1COCU0033,380610,-1051437,28910,WETMORE 12.2 SSW              
US1COCU0036,381405,-1054596,24186,WESTCLIFFE 0.6 NNE            
US1COCU0037,381350,-1054653,24037,WESTCLIFFE 0.1 N              
US1COCU0038,381387,-1054725,23936,WESTCLIFFE 0.6 NW             
US1COCU0039,381311,-1054577,24165,WESTCLIFFE 0.4 ESE            
US1CODG0001,395614,-1048931,17639,DENVER 13.1 SSE               
US1CODG0003,394794,-1050055,17200,LOUVIERS .3 NNE               
US1CODG0004,394044,-1047431,19059,FRANKTOWN 1 NE                
US1CODG0005,395421,-1049845,17428,DENVER 13.6 S                 
US1CODG0006,394614,-1046814,19849,PARKER 5.5 SE                 
US1CODG0009,393433,-1048593,19650,CASTLE ROCK 2 S               
US1CODG0012,395164,-1050031,17809,CHATFIELD DAM 4.2 SE          
US1CODG0015,393759,-1048569,19199,CASTLE ROCK 0.2 N             
US1CODG0017,392658,-1047211,20589,FRANKTOWN 8.4 S               
US1CODG0018,394624,-1047430,18870,PARKER 3.7 SSE                
US1CODG0019,395006,-1047525,18318,PARKER 1.3 SSE                
US1CODG0021,395201,-1047851,17880,PARKER 1.3 WNW                
US1CODG0022,392052,-1049436,20672,LARKSPUR 3.0 SW               
US1CODG0025,394617,-1048911,19800,CASTLE PINES 2.2 NNE          
US1CODG0029,393239,-1049496,19629,CASTLE ROCK 6.5 SW            
US1CODG0030,394254,-1047043,19510,FRANKTOWN 3.5 NE              
US1CODG0031,394400,-1049216,18541,SEDALIA 2.2 E                 
US1CODG0032,395531,-1048954,17901,LITTLETON 7.7 ESE             
US1CODG0033,395280,-1049532,18209,HIGHLANDS RANCH 2.0 SSE       
US1CODG0035,394093,-1049120,18642,CASTLE ROCK 3.9 NW            
US1CODG0037,394203,-1048675,19071,CASTLE ROCK 3.4 N             
US1CODG0038,393607,-1047934,20172,CASTLE ROCK 3.4 ESE           
US1CODG0040,395226,-1048022,18029,PARKER 2.2 W                  
US1CODG0041,394370,-1047533,18690,FRANKTOWN 3.2 N               
US1CODG0042,395350,-1047298,18721,PARKER 2.5 NE                 
US1CODG0056,395597,-1046976,18818,PARKER 4.4 NE                 
US1CODG0059,395047,-1047523,18251,PARKER 1.0 SSE                
US1CODG0061,392394,-1049110,21129,LARKSPUR 1.4 WNW              
US1CODG0062,393475,-1048649,19330,CASTLE ROCK 1.7 SSW           
US1CODG0065,394690,-1048917,19589,CASTLE ROCK 6.9 NNW           
US1CODG0067,394828,-1049117,19641,BEVERLY HILLS 2.0 WNW         
US1CODG0069,395498,-1049637,17678,HIGHLANDS RANCH 1.0 NNE       
US1CODG0071,392406,-1049609,19650,LARKSPUR 4.0 WNW              
US1CODG0073,393708,-1048510,19291,CASTLE ROCK 0.2 ESE           
US1CODG0074,395404,-1049123,18059,HIGHLANDS RANCH 3.2 ESE       
US1CODG0076,391732,-1048224,22049,LARKSPUR 5.1 SE               
US1CODG0079,395025,-1046967,18965,PARKER 3.6 ESE                
US1CODG0080,394711,-1049040,19629,CASTLE ROCK 7.3 NNW           
US1CODG0082,395196,-1047301,18520,PARKER 1.6 E                  
US1CODG0083,392664,-1049912,20321,LARKSPUR 6.1 WNW              
US1CODG0085,393965,-1048067,19809,CASTLE ROCK 4 NE              
US1CODG0086,395505,-1047285,19010,PARKER                        
US1CODG0088,393311,-1049471,19541,SEDALIA 7.2 S                 
US1CODG0089,395369,-1049919,17660,HIGHLANDS RANCH 1.1 W         
US1CODG0090,393745,-1048145,20080,CASTLE ROCK 2.2 E             
US1CODG0091,394850,-1049089,19471,CASTLE ROCK 8.2 NNW           
US1CODG0092,395312,-1047875,17800,PARKER 2.0 NW                 
US1CODG0094,393476,-1050082,19300,SEDALIA 6.5 SSW               
US1CODG0098,392108,-1048997,21110,LARKSPUR 1.4 SW               
US1CODG0099,395175,-1047821,17889,PARKER 1.1 W                  
US1CODG0102,394673,-1048893,19708,CASTLE ROCK 6.8 NNW           
US1CODG0105,394481,-1047341,19029,PARKER 4.5 SSE                
US1CODG0109,393451,-1048661,19370,CASTLE ROCK 2.5 SSW           
US1CODG0112,395461,-1048028,17770,PARKER 3.3 NW                 
US1CODG0113,395559,-1048982,17809,LONE TREE 1.5 NNW             
US1CODG0117,394823,-1050845,17121,KASSLER 0.3 WNW               
US1CODG0119,395267,-1049486,18130,HIGHLANDS RANCH 2.2 SSE       
US1CODG0121,395186,-1049492,18511,HIGHLANDS RANCH 2.7 SSE       
US1CODG0126,393834,-1048533,19190,CASTLE ROCK 0.3 NNW           
US1CODG0127,394884,-1047640,18001,PARKER 1.5 S                  
US1CODG0130,394634,-1050889,18221,ROXBOROUGH PARK 1.7 NNW       
US1CODG0132,394386,-1047321,19020,PARKER 5.2 SSE                
US1CODG0133,395137,-1049085,18657,LONE TREE 2.0 SW              
US1CODG0136,393873,-1049166,19120,CASTLE ROCK 3.5 W             
US1CODG0140,395469,-1049739,17587,HIGHLANDS RANCH 0.6 SSW       
US1CODG0145,393911,-1049038,19138,CASTLE ROCK 2.9 WNW           
US1CODG0146,395194,-1048013,18056,PARKER 2.1 WNW                
US1CODG0148,393311,-1046708,20687,FRANKTOWN 5.4 SE              
US1CODG0149,394506,-1047038,19635,PARKER 5.2 SE                 
US1CODG0152,395256,-1050060,17447,HIGHLANDS RANCH 2.8 SW        
US1CODG0153,395368,-1050042,17328,HIGHLANDS RANCH 2.2 WSW       
US1CODG0156,394349,-1047649,18364,PARKER 5.2 S                  
